original_title,cast,director,is_novel_based,runtime,genres,production_companies,release_month,release_year,budget_adj,revenue_adj,profit
Absence of Malice,Paul Newman|Sally Field|Bob Balaban|Melinda Dillon|Luther Adler,Sydney Pollack,no,116.0,Drama,Columbia Pictures Corporation|Mirage Enterprises,12,1981,28778289.0,97647046.0,68868757.0
Time Bandits,John Cleese|Sean Connery|Shelley Duvall|Katherine Helmond|Ian Holm,Terry Gilliam,no,116.0,Family,Handmade Films Ltd.,7,1981,11990954.0,101600746.0,89609792.0
Scanners,Stephen Lack|Jennifer O'Neill|Michael Ironside|Patrick McGoohan|Lawrence Dane,David Cronenberg,no,103.0,Horror,Canadian Film Development Corporation (CFDC)|Filmplan|Victor Solnicki Productions,1,1981,9832582.0,34116365.0,24283783.0
Victory,Michael Caine|Sylvester Stallone|Max von Sydow|PelÃ©|Carole Laure,John Huston,no,116.0,Action,Paramount|Lorimar,6,1981,21307490.712324023,63624403.5851604,42316912.872836374
Thief,James Caan|Tuesday Weld|Willie Nelson|Jim Belushi|Robert Prosky,Michael Mann,no,122.0,Action,Mann/Caan Productions,3,1981,21307490.712324023,10312220.0,-10995270.712324023
Stripes,Bill Murray|Harold Ramis|Warren Oates|P.J. Soles|Sean Young,Ivan Reitman,no,106.0,Action,Columbia Pictures Industries,6,1981,23981908.0,204565675.0,180583767.0
Outland,Sean Connery|Peter Boyle|Frances Sternhagen|James Sikking|Kika Markham,Peter Hyams,no,112.0,Science Fiction,The Ladd Company|Outland Productions,5,1981,38371052.0,41667593.0,3296541.0
Omen III: The Final Conflict,Sam Neill|Rossano Brazzi|Don Gordon|Lisa Harrow|Barnaby Holm,Graham Baker,no,108.0,Drama,Twentieth Century Fox Film Corporation,3,1981,21307490.712324023,49094280.0,27786789.287675977
Dead & Buried,James Farentino|Melody Anderson|Jack Albertson|Nancy Locke|Robert Englund,Gary Sherman,no,94.0,Horror,Barclays Mercantile Industrial Finance,5,1981,7194572.0,518407.0,-6676165.0
Blow Out,John Travolta|Nancy Allen|John Lithgow|Dennis Franz|Peter Boyden,Brian De Palma,no,108.0,Drama,Cinema 77,7,1981,43167434.0,28778289.0,-14389145.0
Queen - Rock Montreal,Freddie Mercury|Roger Taylor|John Deacon|Brian May,Saul Swimmer,no,138.0,Music,Edel records GmbH,11,1981,21307490.712324023,63624403.5851604,42316912.872836374
Death Hunt,Charles Bronson|Lee Marvin|Andrew Stevens|Carl Weathers|Ed Lauter,Peter R. Hunt,no,97.0,Action,Golden Harvest Company|Northshore Investments Ltd.,5,1981,21307490.712324023,63624403.5851604,42316912.872836374
Garde Ã  vue,Lino Ventura|Michel Serrault|Romy Schneider|Guy Marchand|Elsa Lunghini,Claude Miller,no,88.0,Crime,TF1 Films Productions,9,1981,21307490.712324023,63624403.5851604,42316912.872836374
Ragtime,James Cagney|Brad Dourif|Moses Gunn|Elizabeth McGovern|Kenneth McMillan,MiloÅ¡ Forman,no,155.0,Drama,Paramount Pictures|Dino De Laurentiis Company,11,1981,21307490.712324023,63624403.5851604,42316912.872836374
Dragonslayer,Peter MacNicol|Caitlin Clarke|Ralph Richardson|John Hallam|Peter Eyre,Matthew Robbins,no,108.0,Fantasy,Paramount Pictures|Walt Disney Productions,6,1981,43167434.0,14389144.0,-28778290.0
Nice Dreams,Cheech Marin|Tommy Chong|Stacy Keach|Evelyn Guerrero|Sandra Bernhard,Tommy Chong,no,88.0,Comedy,Columbia Pictures|C & C Brown Production,7,1981,21307490.712324023,63624403.5851604,42316912.872836374
The French Lieutenant's Woman,Meryl Streep|Jeremy Irons|Jeremy Irons|Hilton McRae|Emily Morgan,Karel Reisz,yes,124.0,Drama,Juniper Films,8,1981,21307490.712324023,6448898.0,-14858592.712324023
The Howling,Patrick Macnee|Dennis Dugan|Christopher Stone|Belinda Balaski|Kevin McCarthy,Joe Dante,no,91.0,Drama,AVCO Embassy Pictures|International Film Investors|Wescom Productions,4,1981,2398190.0,43133603.0,40735413.0
My Dinner with AndrÃ©,Wallace Shawn|Andre Gregory|Jean Lenauer|Roy Butler,Louis Malle,no,110.0,Comedy,The Andre Company|Saga Productions Inc.,10,1981,21307490.712324023,63624403.5851604,42316912.872836374
Taps,George C. Scott|Timothy Hutton|Ronny Cox|Sean Penn|Tom Cruise,Harold Becker,no,126.0,Drama,Twentieth Century Fox Film Corporation,12,1981,33574671.0,85989656.0,52414985.0
Ms .45,ZoÃ« Lund|Albert Sinkys|Darlene Stuto|Abel Ferrara|Bogey,Abel Ferrara,no,81.0,Horror,Navaron Films,4,1981,148687.0,63624403.5851604,63475716.5851604
Eye of the Needle,Donald Sutherland|Kate Nelligan|Stephen MacKenna|Christopher Cazenove|Philip Martin Brown,Richard Marquand,no,112.0,Action,Kings Road Entertainment,7,1981,21307490.712324023,43167434.0,21859943.287675977
Cannibal Ferox,Giovanni Lombardo Radice|Robert Kerman|Danilo Mattei|Venantino Venantini|Fiamma Maglione,Umberto Lenzi,no,93.0,Adventure,Dania Film|National Cinematografica|Medusa Distribuzione,4,1981,21307490.712324023,63624403.5851604,42316912.872836374
Clash of the Titans,Laurence Olivier|Claire Bloom|Maggie Smith|Jack Gwillim|Harry Hamlin,Desmond Davis,no,118.0,Adventure,Metro-Goldwyn-Mayer (MGM)|Peerford Ltd.,3,1981,35972862.0,98547243.0,62574381.0
The Great Muppet Caper,Jim Henson|Frank Oz|Dave Goelz|Jerry Nelson|Richard Hunt,Jim Henson,no,95.0,Crime,Incorporated Television Company (ITC)|Henson Associates (HA),6,1981,21307490.712324023,63624403.5851604,42316912.872836374
Cutter's Way,Jeff Bridges|John Heard|Lisa Eichhorn|Ann Dusenberry|Stephen Elliott,Ivan Passer,no,105.0,Drama,United Artists|Gurian Entertainment,3,1981,7194572.0,63624403.5851604,56429831.5851604
Sharky's Machine,Burt Reynolds|Rachel Ward|Henry Silva|Brian Keith|Vittorio Gassman,Burt Reynolds,no,122.0,Crime,Warner Bros.|Deliverance Productions,12,1981,21307490.712324023,85399814.0,64092323.28767598
Student Bodies,Kristen Riter|Matthew Goldsby|Jerry Belson|Joe Flood|Mimi Weddell,Mickey Rose|Michael Ritchie,no,86.0,Comedy,Paramount Pictures,8,1981,21307490.712324023,63624403.5851604,42316912.872836374
Galaxy of Terror,Edward Albert|Erin Moran|Ray Walston|Bernard Behrens|Zalman King,Bruce D. Clark,no,81.0,Action,New World Pictures,10,1981,1678733.0,63624403.5851604,61945670.5851604
Condorman,Michael Crawford|Oliver Reed|Barbara Carrera|James Hampton|Jean-Pierre Kalfon,Charles Jarrott,no,90.0,Comedy,Walt Disney Productions,7,1981,21307490.712324023,63624403.5851604,42316912.872836374
Ghost Story,Fred Astaire|Melvyn Douglas|Douglas Fairbanks Jr.|John Houseman|Craig Wasson,John Irvin,no,110.0,Drama,Universal Pictures,12,1981,21307490.712324023,63624403.5851604,42316912.872836374
The Burning,Brian Matthews|Leah Ayres|Brian Backer|Larry Joshua|Jason Alexander,Tony Maylam,no,91.0,Horror,Miramax Films|The Cropsy Venture,5,1981,3597286.0,63624403.5851604,60027117.5851604
Happy Birthday to Me,Melissa Sue Anderson|Glenn Ford|Lawrence Dane|Sharon Acker|Frances Hyland,J. Lee Thompson,no,110.0,Drama,Columbia Pictures Corporation|Canadian Film Development Corporation (CFDC)|Famous Players|The Birthday Film Company,5,1981,21307490.712324023,63624403.5851604,42316912.872836374
The Funhouse,Elizabeth Berridge|Shawn Carson|Jeanne Austin|Jack McDermott|Kevin Conway,Tobe Hooper,no,96.0,Horror,Mace Neufeld Productions,3,1981,21307490.712324023,63624403.5851604,42316912.872836374
"Bianco, rosso e Verdone",Carlo Verdone|Irina Sanpiter|Elena Fabrizi|Angelo Infanti|Milena Vukotic,Carlo Verdone,no,110.0,Comedy,Columbia Films S.A.|Irrigazione Cinematografica,2,1981,21307490.712324023,63624403.5851604,42316912.872836374
Looker,Albert Finney|James Coburn|Susan Dey|Leigh Taylor-Young|Estelle Omens,Michael Crichton,no,94.0,Science Fiction,Warner Bros.|The Ladd Company,10,1981,21307490.712324023,63624403.5851604,42316912.872836374
Caveman,Ringo Starr|Dennis Quaid|Shelley Long|Jack Gilford|Barbara Bach,Carl Gottlieb,no,91.0,Comedy,Turman-Foster Company,4,1981,21307490.712324023,63624403.5851604,42316912.872836374
Hell Night,Linda Blair|Vince Van Patten|Peter Barton|Suki Goodwin|Kevin Brophy,Tom DeSimone,no,101.0,Horror,BLT Productions|Media Home Entertainment,8,1981,21307490.712324023,63624403.5851604,42316912.872836374
My Bloody Valentine,Paul Kelman|Lori Hallier|Neil Affleck|Keith Knight|Alf Humphreys,George Mihalka,no,90.0,Thriller,Paramount Pictures|Famous Players Ltd|Canadian Film Development Corporation (CFDC)|Secret Films,2,1981,5276019.0,63624403.5851604,58348384.5851604
Mommie Dearest,Faye Dunaway|Diana Scarwid|Steve Forrest|Howard Da Silva|Mara Hobel,Frank Perry,no,129.0,Drama,Paramount Pictures,9,1981,21307490.712324023,63624403.5851604,42316912.872836374
Wolfen,Albert Finney|Diane Venora|Edward James Olmos|Gregory Hines|Tom Noonan,Michael Wadleigh,no,115.0,Drama,Orion Pictures Corporation|King-Hitzig Productions,7,1981,40769243.0,63624403.5851604,22855160.585160397
Neighbors,John Belushi|Kathryn Walker|Cathy Moriarty|Dan Aykroyd|Tim Kazurinsky,John G. Avildsen,no,94.0,Comedy,Columbia Pictures,12,1981,20384621.0,71744772.0,51360151.0
Dark Night of the Scarecrow,Larry Drake|Charles Durning|Robert F. Lyons|Claude Earl Jones|Lane Smith,Frank De Felitta,no,96.0,TV Movie,Wizan Productions,10,1981,21307490.712324023,63624403.5851604,42316912.872836374
American Pop,Ron Thompson|Lisa Jane Persky|Jeffrey Lippa|Frank De Kova|Roz Kelly,Ralph Bakshi,no,96.0,Animation,Columbia Pictures Corporation|Bakshi Productions|Aspen Productions,2,1981,21307490.712324023,14389144.0,-6918346.712324023
The Decline of Western Civilization,Alice Bag|Claude Bessey|Black Flag|Don Bolles|Dinah Cancer,Penelope Spheeris,no,100.0,Documentary,Spheeris Films Inc.,7,1981,239819.0,63624403.5851604,63384584.5851604
Gregory's Girl,John Gordon Sinclair|Dee Hepburn|Jake D'Arcy|Clare Grogan|Robert Buchanan,Bill Forsyth,no,91.0,Comedy,National Film Finance Corporation (NFFC)|Lake Films|Scottish Television (STV),4,1981,21307490.712324023,63624403.5851604,42316912.872836374
Bloody Birthday,Lori Lethin|Melinda Cordell|Julie Brown|Susan Strasberg|JosÃ© Ferrer,Ed Hunt,no,85.0,Horror,Judica Productions,4,1981,21307490.712324023,63624403.5851604,42316912.872836374
Continental Divide,John Belushi|Blair Brown|Allen Garfield|Carlin Glynn|Tony Ganios,Michael Apted,no,103.0,Comedy,Universal Pictures|Amblin Entertainment,9,1981,21307490.712324023,37359584.0,16052093.287675977
The Prowler,Vicky Dawson|Christopher Goutman|Lawrence Tierney|Farley Granger|Cindy Weintraub,Joseph Zito,no,89.0,Thriller,Graduation,11,1981,2398190.0,63624403.5851604,61226213.5851604
Enter the Ninja,Franco Nero|Susan George|Christopher George|Sho Kosugi|Alex Courtney,Menahem Golan,no,100.0,Crime,City Film|Golan-Globus Productions|The Cannon Group,7,1981,21307490.712324023,63624403.5851604,42316912.872836374
Prince of the City,Treat Williams|Jerry Orbach|Richard Foronjy|Don Billett|Carmine Caridi,Sidney Lumet,no,167.0,Drama,Orion Pictures Corporation,8,1981,21307490.712324023,63624403.5851604,42316912.872836374
Independence Day,Will Smith|Bill Pullman|Jeff Goldblum|Mary McDonnell|Judd Hirsch,Roland Emmerich,no,145.0,Action,Twentieth Century Fox Film Corporation|Centropolis Entertainment,6,1996,104266255.0,1135764352.0,1031498097.0
Mission: Impossible,Tom Cruise|Jon Voight|Emmanuelle BÃ©art|Henry Czerny|Jean Reno,Brian De Palma,no,110.0,Adventure,Paramount Pictures|Cruise/Wagner Productions,5,1996,111217339.0,636297139.0,525079800.0
Trainspotting,Ewan McGregor|Ewen Bremner|Jonny Lee Miller|Robert Carlyle|Kelly Macdonald,Danny Boyle,no,93.0,Drama,Channel Four Films|Noel Gay Motion Picture Company|Figment Films,2,1996,5560866.0,22926175.0,17365309.0
Fargo,William H. Macy|Frances McDormand|Steve Buscemi|Peter Stormare|Kristin RudrÃ¼d,Joel Coen,no,98.0,Crime,PolyGram Filmed Entertainment|Working Title Films,4,1996,9731517.0,84263782.0,74532265.0
The Rock,Sean Connery|Nicolas Cage|Ed Harris|John Spencer|David Morse,Michael Bay,no,136.0,Action,Hollywood Pictures|Don Simpson/Jerry Bruckheimer Films,6,1996,104266255.0,465809664.0,361543409.0
Mars Attacks!,Jack Nicholson|Glenn Close|Annette Bening|Pierce Brosnan|Danny DeVito,Tim Burton,no,106.0,Comedy,Tim Burton Productions,12,1996,97315171.0,140927684.0,43612513.0
Romeo + Juliet,Leonardo DiCaprio|Claire Danes|John Leguizamo|Harold Perrineau|Pete Postlethwaite,Baz Luhrmann,no,120.0,Drama,Bazmark Films|Twentieth Century Fox Film Corporation,10,1996,20158142.0,204777203.0,184619061.0
The Hunchback of Notre Dame,Tom Hulce|Demi Moore|Heidi Mollenhauer|Tony Jay|Kevin Kline,Gary Trousdale|Kirk Wise,no,91.0,Family,Walt Disney Pictures,6,1996,139021673.0,139214706.0,193033.0
Aladdin and the King of Thieves,Scott Weinger|Linda Larkin|Robin Williams|John Rhys-Davies|Gilbert Gottfried,Tad Stones,no,81.0,Adventure,Walt Disney Television Animation,5,1996,21307490.712324023,63624403.5851604,42316912.872836374
Space Jam,Michael Jordan|Wayne Knight|Billy West|Dee Bradley Baker|Theresa Randle,Joe Pytka,no,88.0,Animation,Warner Bros. Family Entertainment|Northern Lights Entertainment|Courtside Seats Productions,11,1996,111217339.0,319749850.0,208532511.0
Eraser,Arnold Schwarzenegger|James Caan|Vanessa Williams|James Coburn|Robert Pastorelli,Chuck Russell,no,115.0,Action,Kopelson Entertainment|Warner Bros.,6,1996,139021673.0,336843346.0,197821673.0
101 Dalmatians,Glenn Close|Jeff Daniels|Joely Richardson|Joan Plowright|Hugh Laurie,Stephen Herek,no,103.0,Comedy,Walt Disney Pictures|Great Oaks Entertainment,11,1996,75071703.0,445827624.0,370755921.0
Phenomenon,John Travolta|Kyra Sedgwick|Forest Whitaker|Robert Duvall|Jeffrey DeMunn,Jon Turteltaub,no,123.0,Drama,Touchstone Pictures,7,1996,44486935.0,211363523.0,166876588.0
From Dusk Till Dawn,George Clooney|Quentin Tarantino|Harvey Keitel|Juliette Lewis|Ernest Liu,Robert Rodriguez,no,108.0,Horror,A Band Apart|Dimension Films|Los Hooligans Productions|Miramax,1,1996,26414118.0,35918496.0,9504378.0
A Time to Kill,Matthew McConaughey|Sandra Bullock|Samuel L. Jackson|Kevin Spacey|Oliver Platt,Joel Schumacher,no,149.0,Crime,Regency Enterprises|Warner Bros.,7,1996,55608669.0,211682751.0,156074082.0
Star Trek: First Contact,James Cromwell|Alfre Woodard|Alice Krige|Neal McDonough|Patrick Stewart,Jonathan Frakes,no,111.0,Science Fiction,Paramount Pictures,11,1996,63949969.0,208532510.0,144582541.0
Happy Gilmore,Adam Sandler|Christopher McDonald|Julie Bowen|Frances Bay|Carl Weathers,Dennis Dugan,no,92.0,Comedy,Universal Pictures|Brillstein-Grey Entertainment|Robert Simonds Productions,2,1996,16682600.0,57284018.0,40601418.0
Jingle All the Way,Arnold Schwarzenegger|Phil Hartman|Sinbad|Rita Wilson|Jake Lloyd,Brian Levant,no,89.0,Comedy,Twentieth Century Fox Film Corporation|1492 Pictures,11,1996,83413004.0,180495160.0,97082156.0
Scream,David Arquette|Neve Campbell|Courteney Cox|Matthew Lillard|Rose McGowan,Wes Craven,no,111.0,Crime,Woods Entertainment|Dimension Films,12,1996,19463034.0,240572367.0,221109333.0
The Long Kiss Goodnight,Geena Davis|Samuel L. Jackson|Yvonne Zima|Craig Bierko|Tom Amandes,Renny Harlin,no,120.0,Action,New Line Cinema|Forge|The Steve Tisch Company,10,1996,90364088.0,124364286.0,34000198.0
Jerry Maguire,Tom Cruise|Cuba Gooding Jr.|RenÃ©e Zellweger|Kelly Preston|Alison Armitage,Cameron Crowe,no,139.0,Comedy,Gracie Films|TriStar Pictures,12,1996,69510836.0,380297392.0,310786556.0
Matilda,Mara Wilson|Danny DeVito|Embeth Davidtz|Rhea Perlman|Pam Ferris,Danny DeVito,no,98.0,Comedy,Jersey Films|TriStar Pictures,8,1996,50047802.0,46515840.0,-3531962.0
DragonHeart,Dennis Quaid|David Thewlis|Pete Postlethwaite|Dina Meyer|Julie Christie,Rob Cohen,no,103.0,Fantasy,Universal Pictures,5,1996,79242354.0,160246634.0,81004280.0
The Nutty Professor,Eddie Murphy|Jada Pinkett Smith|James Coburn|Larry Miller|Dave Chappelle,Tom Shadyac,no,95.0,Fantasy,Imagine Entertainment|Universal Pictures,6,1996,75071703.0,179017298.0,103945595.0
Daylight,Sylvester Stallone|Amy Brenneman|Viggo Mortensen|Dan Hedaya|Jay O. Sanders,Rob Cohen,no,115.0,Action,Universal Pictures|Davis Entertainment,12,1996,111217339.0,221339839.0,110122500.0
The Quest,Jean-Claude Van Damme|Roger Moore|James Remar|Jack McGee|Louis Mandylor,Jean-Claude Van Damme,no,95.0,Action,Universal Pictures|Signature Pictures|MDP Worldwide|Selima Films AVV,4,1996,41706502.0,79799201.0,38092699.0
Chain Reaction,Keanu Reeves|Morgan Freeman|Rachel Weisz|Fred Ward|Kevin Dunn,Andrew Davis,no,107.0,Adventure,"Twentieth Century Fox Film Corporation|Chicago Pacific Entertainment|Zanuck Company, The",8,1996,69510836.0,83704023.0,14193187.0
The English Patient,Ralph Fiennes|Juliette Binoche|Willem Dafoe|Kristin Scott Thomas|Naveen Andrews,Anthony Minghella,no,162.0,Drama,Tiger Moth Productions|Miramax,11,1996,37535851.0,322497509.0,284961658.0
Executive Decision,Kurt Russell|Steven Seagal|Halle Berry|John Leguizamo|Oliver Platt,Stuart Baird,no,133.0,Action,Silver Pictures|Warner Bros.,3,1996,76461920.0,169563645.0,93101725.0
Twister,Helen Hunt|Bill Paxton|Cary Elwes|Jami Gertz|Philip Seymour Hoffman,Jan de Bont,no,113.0,Action,Universal Pictures|Amblin Entertainment|Warner Bros.|Constant c Productions,5,1996,127899940.0,687422589.0,559522649.0
Ransom,Mel Gibson|Gary Sinise|Delroy Lindo|Rene Russo|Lili Taylor,Ron Howard,no,117.0,Action,Touchstone Pictures,11,1996,111217339.0,430261905.0,319044566.0
D3: The Mighty Ducks,Emilio Estevez|Jeffrey Nordling|David Selby|Heidi Kling|Joshua Jackson,Robert Lieberman,no,104.0,Action,Walt Disney,10,1996,21307490.712324023,31912560.0,10605069.287675977
The Cable Guy,Jim Carrey|Matthew Broderick|Leslie Mann|Jack Black|George Segal,Ben Stiller,no,96.0,Comedy,Columbia Pictures Corporation,6,1996,65340186.0,142950142.0,77609956.0
Sleepers,Robert De Niro|Brad Pitt|Kevin Bacon|Jason Patric|Ron Eldard,Barry Levinson,no,147.0,Crime,Propaganda Films|Warner Bros.|Baltimore Pictures,10,1996,61169536.0,230241141.0,169071605.0
The Frighteners,Michael J. Fox|Jeffrey Combs|Jake Busey|Chi McBride|Trini Alvarado,Peter Jackson,no,110.0,Horror,WingNut Films|Universal Pictures,7,1996,41706502.0,40815673.0,-890829.0
Broken Arrow,John Travolta|Christian Slater|Samantha Mathis|Delroy Lindo|Bob Gunton,John Woo,no,108.0,Action,Twentieth Century Fox Film Corporation|WCG Entertainment Productions|Mark Gordon Productions,2,1996,69510836.0,208908073.0,139397237.0
Crash,James Spader|Deborah Kara Unger|Holly Hunter|Elias Koteas|Rosanna Arquette,David Cronenberg,no,100.0,Drama,Fine Line Features|Alliance Communications,7,1996,13902167.0,63624403.5851604,49722236.5851604
Escape from L.A.,Kurt Russell|Stacy Keach|Steve Buscemi|Pam Grier|Cliff Robertson,John Carpenter,no,97.0,Action,Paramount Pictures|Rysher Entertainment,8,1996,69510836.0,58774700.0,-10736136.0
The People vs. Larry Flynt,Woody Harrelson|Courtney Love|Edward Norton|Brett Harrelson|Donna Hanover,MiloÅ¡ Forman,no,129.0,Drama,Sony Pictures,10,1996,50047802.0,28221935.0,-21825867.0
The Arrival,Charlie Sheen|Lindsay Crouse|Richard Schiff|Ron Silver|Teri Polo,David Twohy,no,115.0,Action,Live Entertainment|Steelwork Films|Mediaworks,5,1996,34755418.0,19530281.0,-15225137.0
Bound,Jennifer Tilly|Gina Gershon|Joe Pantoliano|John P. Ryan|Christopher Meloni,Lana Wachowski|Lilly Wachowski,no,108.0,Romance,Dino De Laurentiis Company|Spelling Films,9,1996,6255975.0,9747250.0,3491275.0
Swingers,Jon Favreau|Vince Vaughn|Ron Livingston|Patrick Van Horn|Alex DÃ©sert,Doug Liman,no,94.0,Comedy,Miramax Films|Independent Pictures (II)|The Alfred Shay Company Inc.,10,1996,278043.0,6264208.0,5986165.0
Striptease,Demi Moore|Burt Reynolds|Armand Assante|Ving Rhames|Robert Patrick,Andrew Bergman,no,115.0,Drama,Columbia Pictures|Castle Rock Entertainment,6,1996,69510836.0,157525101.0,88014265.0
The Fan,Robert De Niro|Wesley Snipes|Ellen Barkin|John Leguizamo|Benicio del Toro,Tony Scott,no,116.0,Drama,TriStar Pictures|Mandalay Entertainment,8,1996,76461920.0,25894759.0,-50567161.0
Jack,Robin Williams|Diane Lane|Brian Kerwin|Jennifer Lopez|Bill Cosby,Francis Ford Coppola,no,113.0,Comedy,American Zoetrope|Hollywood Pictures|Great Oaks Entertainment,8,1996,62559753.0,81495857.0,18936104.0
Primal Fear,Richard Gere|Edward Norton|Laura Linney|John Mahoney|Frances McDormand,Gregory Hoblit,no,129.0,Crime,Paramount Pictures,4,1996,41706502.0,142658735.0,100952233.0
Barb Wire,Pamela Anderson|Temuera Morrison|Victoria Rowell|Jack Noseworthy|Udo Kier,David Hogan,no,98.0,Action,Propaganda Films|Dark Horse Entertainment|PolyGram Filmed Entertainment,5,1996,21307490.712324023,5273945.0,-16033545.712324023
Courage Under Fire,Denzel Washington|Meg Ryan|Lou Diamond Phillips|Matt Damon|Michael Moriarty,Edward Zwick,no,117.0,Drama,Fox 2000 Pictures,7,1996,63949969.0,140218397.0,76268428.0
Everyone Says I Love You,Drew Barrymore|Diva Gray|Natasha Lyonne|Edward Norton|Woody Allen,Woody Allen,no,101.0,Drama,Miramax Films,12,1996,27804334.0,63624403.5851604,35820069.5851604
That Thing You Do!,Tom Everett Scott|Johnathon Schaech|Tom Hanks|Steve Zahn|Ethan Embry,Tom Hanks,no,108.0,Comedy,Twentieth Century Fox Film Corporation|Clinica Estetico|Clavius Base,10,1996,21307490.712324023,48081224.0,26773733.287675977
Thinner,Robert John Burke|Joe Mantegna|Lucinda Jenney|Michael Constantine|Kari Wuhrer,Tom Holland,no,92.0,Horror,Paramount Pictures|Spelling Films,10,1996,21307490.712324023,63624403.5851604,42316912.872836374
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Shawn Wayans|Marlon Wayans|Tracey Cherelle Jones|Chris Spencer|Vivica A. Fox,Paris Barclay,no,89.0,Comedy,Miramax Films|Island Pictures|Ivory Way Productions,1,1996,21307490.712324023,63624403.5851604,42316912.872836374
2 Days in the Valley,Danny Aiello|Greg Cruttwell|Jeff Daniels|Teri Hatcher|Charlize Theron,John Herzfeld,no,104.0,Comedy,Rysher Entertainment|Redemption Productions,9,1996,21307490.712324023,63624403.5851604,42316912.872836374
Set  It Off,Jada Pinkett Smith|Queen Latifah|Vivica A. Fox|Kimberly Elise|Blair Underwood,F. Gary Gray,no,118.0,Drama,New Line Cinema,11,1996,12511950.0,57820345.0,45308395.0
The Portrait of a Lady,Nicole Kidman|John Malkovich|Barbara Hershey|Mary-Louise Parker|Christian Bale,Jane Campion,no,144.0,Drama,Propaganda Films|Polygram Filmed Entertainment,10,1996,21307490.712324023,5133842.0,-16173648.712324023
The Craft,Fairuza Balk|Neve Campbell|Robin Tunney|Rachel True|Skeet Ulrich,Andrew Fleming,no,101.0,Fantasy,Columbia Pictures,5,1996,20853251.0,34434926.0,13581675.0
House Arrest,Jamie Lee Curtis|Kevin Pollak|Kyle Howard|Jennifer Love Hewitt|Jennifer Tilly,Harry Winer,no,108.0,Comedy,Metro-Goldwyn-Mayer (MGM)|Rysher Entertainment,8,1996,21307490.712324023,63624403.5851604,42316912.872836374
One Fine Day,Michelle Pfeiffer|George Clooney|Mae Whitman|Alex D. Linz|Charles Durning,Michael Hoffman,no,108.0,Comedy,Twentieth Century Fox Film Corporation|Fox 2000 Pictures|Via Rosa Productions|Rosa Productions,12,1996,21307490.712324023,135587213.0,114279722.28767598
Hellraiser: Bloodline,Bruce Ramsay|Valentina Vargas|Charlotte Chatton|Adam Scott|Kim Myers,Kevin Yagher,no,86.0,Horror,Miramax Films|Dimension Films|Trans Atlantic Entertainment,3,1996,5560866.0,23181864.0,17620998.0
Down Periscope,Kelsey Grammer|Lauren Holly|Rob Schneider|Harry Dean Stanton|Bruce Dern,David S. Ward,no,92.0,Comedy,Twentieth Century Fox Film Corporation,3,1996,21307490.712324023,63624403.5851604,42316912.872836374
Kingpin,Woody Harrelson|Randy Quaid|Vanessa Angel|Bill Murray|Chris Elliott,Bobby Farrelly|Peter Farrelly,no,113.0,Comedy,Motion Picture Corporation of America|Metro-Goldwyn-Mayer (MGM),7,1996,37535851.0,34787996.0,-2747855.0
The Preacher's Wife,Denzel Washington|Whitney Houston|Courtney B. Vance|Gregory Hines|Jenifer Lewis,Penny Marshall,no,124.0,Fantasy,Touchstone Pictures,12,1996,55608669.0,66859986.0,11251317.0
Foxfire,Angelina Jolie|Hedy Burress|Jenny Lewis|Jenny Shimizu|Sarah Rosenberg,Annette Haywood-Carter,yes,102.0,Action,Rysher Entertainment|Red Mullet Productions|Chestnut Hill Productions,8,1996,21307490.712324023,359041.0,-20948449.712324023
The Glimmer Man,Steven Seagal|Keenen Ivory Wayans|Bob Gunton|Brian Cox|Michelle Johnson,John Gray,no,92.0,Action,Warner Bros.|Seagal/Nasso Productions,10,1996,62559753.0,63624403.5851604,1064650.585160397
Bulletproof,Damon Wayans|Adam Sandler|James Caan|Robert Swenson|James Farentino,Ernest R. Dickerson,no,84.0,Action,Universal Pictures,9,1996,34755418.0,31435516.0,-3319902.0
The Truth About Cats & Dogs,Uma Thurman|Jamie Foxx|Janeane Garofalo|Ben Chaplin|James McCaffrey,Michael Lehmann,no,93.0,Comedy,Twentieth Century Fox Film Corporation|Noon Attack Pictures,4,1996,21307490.712324023,63624403.5851604,42316912.872836374
Bordello of Blood,Dennis Miller|Erika Eleniak|Angie Everhart|John Kassir|Chris Sarandon,Gilbert Adler,no,87.0,Horror,Tales From The Crypt Holdings|Universal City Studios,8,1996,20853251.0,6.0,-20853245.0
Evita,Madonna|Antonio Banderas|Jonathan Pryce|Jimmy Nail|Victoria Sus,Alan Parker,no,134.0,History,Hollywood Pictures|Cinergi Pictures Entertainment,12,1996,76461920.0,196086149.0,119624229.0
Head Above Water,Harvey Keitel|Cameron Diaz|Billy Zane|Craig Sheffer|Shay Duffin,Jim Wilson,no,92.0,Comedy,Majestic Films International,11,1996,21307490.712324023,63624403.5851604,42316912.872836374
City Hall,Al Pacino|John Cusack|Bridget Fonda|Danny Aiello|Martin Landau,Harold Becker,no,111.0,Drama,Columbia Pictures|Castle Rock Entertainment,2,1996,21307490.712324023,63624403.5851604,42316912.872836374
Fear,Mark Wahlberg|Reese Witherspoon|William Petersen|Alyssa Milano|Amy Brenneman,James Foley,no,97.0,Drama,Imagine Entertainment|Universal Pictures,4,1996,21307490.712324023,63624403.5851604,42316912.872836374
